id,name,website,country,audience_geography,categories,industries,languages,opportunity_types,cost_model,priority,current_status,submission_url,pitch_url,press_release_url,advertising_url,media_kit_url,requires_editorial_approval,sponsored_content_available,backlink_type,link_target_type,listing_page_indexability,link_evidence_url,link_evidence_checked_at,media_score,media_score_band,publishing_model,best_for,note,limitations,last_verified
md-tmtpost,钛媒体,https://www.tmtpost.com,china,national,technology-media,ai; saas,zh,contributed-article; media-partnership,mixed,P1,active,https://www.tmtpost.com/about/tmtpost,,,,,yes,,,,,,,83,Strong,contributor-network,b2b-saas; ai-startup; startup,"Chinese technology, media and telecom business publication with a large contributor network.",Chinese-language submissions. The page carries both a 投稿 (contributed article) route and a 商务合作 (commercial partnership) route; those are different asks and only the first is editorial.,2026-08-08
md-newswire-kr,뉴스와이어,https://www.newswire.co.kr,south-korea,national,press-release-distribution,general,ko,press-release,freemium,P1,active,,,,,,,,,,,,,50,Limited,wire-carrier,,"Korea’s main press release distribution service, describing itself as a 보도자료 배포 service reaching Korean newsrooms and portals.",Korean-language releases. Free and paid tiers exist; distribution is not editorial coverage.,2026-08-08
md-maeil-business,매일경제,https://www.mk.co.kr,south-korea,national,global-business-media,finance; general,ko,unknown,unknown,P1,active,,,,,,,,,,,,,,,unknown,,One of Korea’s two principal business dailies.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-3d-printing-industry,3D Printing Industry,https://3dprintingindustry.com,united-kingdom,global,manufacturing-media,hardware; manufacturing,en,editorial-pitch; press-release; sponsored-content,mixed,P2,active,,,,https://3dprintingindustry.com/contact-us/,,yes,yes,,,,,,81,Strong,staff-editorial,manufacturer; agtech-food,"Additive manufacturing news covering hardware, materials and industrial adoption, with news and advertising routes on one contact page.",The news route and the advertising route are the same page but different asks; a release is not editorial coverage.,2026-08-08
md-atpress,@Press,https://www.atpress.ne.jp,japan,national,press-release-distribution,general,ja,press-release,paid,P2,active,,,,,,,,,,,,,46,Limited,wire-carrier,,Japanese press release distribution service with editorial checking before release and syndication to Japanese media.,"Japanese-language releases, paid per distribution.",2026-08-08
md-access-newswire,ACCESS Newswire,https://www.accessnewswire.com,united-states,global,press-release-distribution,finance; general,en,press-release,paid,P2,active,,,https://www.accessnewswire.com/submit-a-press-release,,,,,,,,,,55,Moderate,wire-carrier,,Press release distribution and investor relations services. Formerly ACCESSWIRE; accesswire.com now redirects here.,"Paid only. Rebranded from ACCESSWIRE, so older references and links point at the previous domain.",2026-08-14
md-ai-news,AI News,https://www.artificialintelligence-news.com,united-kingdom,global,ai-media,ai,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"AI industry news from TechForge, paired with the AI & Big Data Expo event series.",Only a general contact route exists; whether contributed articles are accepted was not established.,2026-08-07
md-analytics-india-magazine,AIM,https://analyticsindiamag.com,india,national,ai-media,ai,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"The main Indian AI and data science publication, with a large events and research arm.",A write-for-us URL resolves but did not state the terms of contribution. Confirm before pitching.,2026-08-07
md-ain-ua,AIN,https://ain.ua,ukraine,national,startup-media; technology-media,general; software,uk,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Ukrainian publication covering IT, business and startups, including funding, product launches and the domestic tech industry.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-assembly-magazine,ASSEMBLY Magazine,https://www.assemblymag.com,united-states,national,manufacturing-media,industrial; manufacturing,en,editorial-submission,free,P2,active,https://www.assemblymag.com/contactus,,,,,yes,,,,,,,87,Strong,staff-editorial,manufacturer; agtech-food,"US trade magazine for assembly and manufacturing engineering, with a contact page naming an editorial submission route.","Assembly and production engineering only. Technical substance is expected, not company news.",2026-08-08
md-accounting-today,Accounting Today,https://www.accountingtoday.com,united-states,national,finance-media,finance,en,editorial-submission; press-release,free,P2,active,,,,,,,,,,,,,81,Strong,staff-editorial,finance-fintech; professional-services,"The main US accounting-profession trade publication, with a contact page carrying both a submission and a press-release route.","Accounting, tax and firm management. The two routes are different asks and land in different places.",2026-08-08
md-agfunder-news,AgFunderNews,https://agfundernews.com,united-states,national,agriculture-food-media; startup-media,agriculture,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,AgTech and foodtech startup and venture capital news from AgFunder.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-air-cargo-news,Air Cargo News,https://www.aircargonews.net,united-kingdom,global,logistics-media,logistics,en,editorial-pitch,free,P2,active,,,,,,yes,,,,,,,83,Strong,staff-editorial,,"Air freight and cargo industry news, with published editorial contacts.",Air cargo only.,2026-08-08
md-american-banker,American Banker,https://www.americanbanker.com,united-states,national,finance-media,finance; fintech,en,editorial-submission; press-release,free,P2,active,,,,,,,,,,,,,81,Strong,staff-editorial,finance-fintech; professional-services,A long-established US banking trade publication read by bank executives and regulators.,US banking industry. Most reporting is subscription-gated; the submission and release routes are separate asks on one contact page.,2026-08-08
md-arabian-business,Arabian Business,https://www.arabianbusiness.com,united-arab-emirates,regional,global-business-media,general,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Gulf business magazine covering companies, real estate and the regional economy. [accessibility:2026-08-14] verified in a browser: publishes a feed; 71 article elements; 8 datelines; masthead vocabulary; the masthead names itself as a publication.","The homepage and the contact and about pages it links to publish no submission, pitch or press-release route in words, so none is recorded; one may exist deeper in the site and a person would have to find it.",2026-08-14
md-argaam,Argaam,https://www.argaam.com/en,saudi-arabia,national,finance-media,finance; general,ar; en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Saudi financial publication covering the Tadawul stock exchange, listed company disclosures, earnings and the Gulf economy.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-ars-technica,Ars Technica,https://arstechnica.com,united-states,global,technology-media,ai; hardware; software,en,editorial-pitch,free,P2,active,,https://arstechnica.com/contact-us/,,,,yes,,,,,,,88,Exceptional,staff-editorial,b2b-saas; ai-startup; manufacturer,Long-form technology journalism with a published contact route for news tips.,Deeply technical and sceptical of vendor framing. A tip is not coverage.,2026-08-07
md-automation-world,Automation World,https://www.automationworld.com,united-states,national,industrial-media,industrial; manufacturing,en,editorial-submission,free,P2,active,https://www.automationworld.com/contact-us,,,,,yes,,,,indexable,https://www.automationworld.com/home/company/13306287/control-system-integrators-association-csia,2026-08-21,87,Strong,staff-editorial,manufacturer; energy-cleantech,Industrial automation and control systems publication.,Industrial automation and control only.,2026-08-08
md-bankier-pl,Bankier.pl,https://www.bankier.pl,poland,national,finance-media,finance; fintech,pl,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Polish financial portal covering markets, banking, personal finance and listed companies.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-banking-dive,Banking Dive,https://www.bankingdive.com,united-states,national,finance-media,finance; fintech,en,editorial-pitch; editorial-submission; press-release,free,P2,active,https://www.bankingdive.com/submit-tip/,,,,,,,,,,,,89,Exceptional,staff-editorial,finance-fintech; professional-services,"Industry Dive’s banking title, read by banking operators and executives. Its about page carries both a press-release address and a tips route.",The release route and the editorial tip route are different things; a release is not a story.,2026-08-14
